index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
1097,Virginia,2018-19,The Covenant School,,,Albemarle,Thomas Jefferson,35,-1,91.4,8.57,,
1098,Virginia,2018-19,"A. R. Ware, Jr. Elementary",,,Staunton City,Central Shenandoah,69,-1,91.3,2.9,,
1099,Virginia,2018-19,Colvin Run Elementary,,,Fairfax,Fairfax,69,-1,91.3,,,
1100,Virginia,2018-19,Crestwood Elementary,,,Chesterfield,Chesterfield,104,-1,91.3,1.92,,
1101,Virginia,2018-19,Hilton Elementary,,,Newport News City,Peninsula,46,-1,91.3,6.52,,
1102,Virginia,2018-19,Robious Elementary,,,Chesterfield,Chesterfield,92,-1,91.3,2.17,,
1103,Virginia,2018-19,St. Benedict Catholic School,,,Richmond City,Richmond,23,-1,91.3,8.7,,
1104,Virginia,2018-19,W. W. Gordon Elementary,,,Chesterfield,Chesterfield,126,-1,91.3,3.17,,
1105,Virginia,2018-19,Washington Lee Elementary,,,Bristol City,Mount Rogers,23,-1,91.3,,,
1106,Virginia,2018-19,Broad Rock Elementary,,,Richmond City,Richmond,148,-1,91.2,0.68,,
1107,Virginia,2018-19,Cougar Elementary,,,Manassas Park City,Prince William,249,-1,91.2,0.8,,
1108,Virginia,2018-19,Hunters Woods Elementary,,,Fairfax,Fairfax,102,-1,91.2,,0.98,
1109,Virginia,2018-19,John B. Cary Elementary,,,Hampton City,Hampton,57,-1,91.2,3.51,,
1110,Virginia,2018-19,Mary Walter Elementary,,,Fauquier,Rappahannock/Rapidan,68,-1,91.2,2.94,,
1111,Virginia,2018-19,Arcola Elementary,,,Loudoun,Loudoun,135,-1,91.1,,0.74,
1112,Virginia,2018-19,Buffalo Trail Elementary,,,Loudoun,Loudoun,169,-1,91.1,1.18,,
1113,Virginia,2018-19,Creeds Elementary,,,Virginia Beach City,Virginia Beach,56,-1,91.1,1.79,,
1114,Virginia,2018-19,Dudley Primary,,,Tazewell,Cumberland Plateau,90,-1,91.1,5.56,,
1115,Virginia,2018-19,Highland Park Magnet Elem,,,Roanoke City,Roanoke,45,-1,91.1,4.44,,
1116,Virginia,2018-19,Hollin Meadows Elementary,,,Fairfax,Fairfax,112,-1,91.1,0.89,1.79,
1117,Virginia,2018-19,Springfield Estates Elementary,,,Fairfax,Fairfax,56,-1,91.1,1.79,,
1118,Virginia,2018-19,Waller Mill Elementary,,,York,Peninsula,56,-1,91.1,3.57,1.79,
1119,Virginia,2018-19,Harrowgate Elementary,,,Chesterfield,Chesterfield,78,-1,91,3.85,,
1120,Virginia,2018-19,Redbud Run Elementary,,,Frederick,Lord Fairfax,100,-1,91,2,,
1121,Virginia,2018-19,Round Hill Elementary,,,Loudoun,Loudoun,78,-1,91,7.69,,
1122,Virginia,2018-19,Agnor-Hurt Elementary,,,Albemarle,Thomas Jefferson,66,-1,90.9,3.03,,
1123,Virginia,2018-19,Belmont Elementary,,,Prince William,Prince William,66,-1,90.9,,,
1124,Virginia,2018-19,Christ the King School,,,Norfolk City,Norfolk,22,-1,90.9,4.55,,
1125,Virginia,2018-19,Ecoff Elementary,,,Chesterfield,Chesterfield,121,-1,90.9,0.83,0.83,
1126,Virginia,2018-19,Halley Elementary,,,Fairfax,Fairfax,77,-1,90.9,,,
1127,Virginia,2018-19,Hillsville Elementary,,,Carroll,Mount Rogers,77,-1,90.9,1.3,,
1128,Virginia,2018-19,Meadows of Dan Elementary,,,Patrick,West Piedmont,11,-1,90.9,,9.09,
1129,Virginia,2018-19,Mountaintop Montessori,,,Albemarle,Thomas Jefferson,22,-1,90.9,4.55,,
1130,Virginia,2018-19,River Bend Elementary,,,Rockingham,Central Shenandoah,55,-1,90.9,7.27,,
1131,Virginia,2018-19,Woodville Elementary,,,Richmond City,Richmond,66,-1,90.9,1.52,,
1132,Virginia,2018-19,Henry Clay Elementary,,,Hanover,Chickahominy,119,-1,90.8,0.84,,
1133,Virginia,2018-19,Sangster Elementary,,,Fairfax,Fairfax,98,-1,90.8,1.02,,
1134,Virginia,2018-19,Faith Baptist Schools,,,Spotsylvania,Rappahannock,43,-1,90.7,9.3,,
1135,Virginia,2018-19,Nottoway Elementary,,,Southampton,Western Tidewater,43,-1,90.7,2.33,,
1136,Virginia,2018-19,Sycamore Park Elementary,,,Culpeper,Rappahannock/Rapidan,97,-1,90.7,2.06,1.03,
1137,Virginia,2018-19,Cub Run Elem,,,Rockingham,Central Shenandoah,106,-1,90.6,2.83,,
1138,Virginia,2018-19,Moss-Nuckols Elementary,,,Louisa,Thomas Jefferson,96,-1,90.6,1.04,,
1139,Virginia,2018-19,Martin Luther King Jr Elementary,,,Prince William,Prince William,74,-1,90.5,1.35,,
1140,Virginia,2018-19,Ashby Lee Elementary,,,Shenandoah,Lord Fairfax,104,-1,90.4,4.81,0.96,
1141,Virginia,2018-19,Blackstone Primary School,,,Nottoway,Crater,83,-1,90.4,2.41,,
1142,Virginia,2018-19,Captain John Smith Elementary,,,Hampton City,Hampton,52,-1,90.4,3.85,,
1143,Virginia,2018-19,Perrymont Elementary,,,Lynchburg City,Central Virginia,52,-1,90.4,,,
1144,Virginia,2018-19,R. Dean Kilby Elementary,,,Prince William,Prince William,146,-1,90.4,,0.68,
1145,Virginia,2018-19,Hybla Valley Elementary,,,Fairfax,Fairfax,134,-1,90.3,,0.75,
1146,Virginia,2018-19,Sunrise Valley Elementary,,,Fairfax,Fairfax,72,-1,90.3,,,
1147,Virginia,2018-19,Bush Hill Elementary,,,Fairfax,Fairfax,92,-1,90.2,,,
1148,Virginia,2018-19,Luther W Machen Elementary,,,Hampton City,Hampton,61,-1,90.2,,1.64,
1149,Virginia,2018-19,Mary Williams Elementary,,,Prince William,Prince William,92,-1,90.2,,1.09,
1150,Virginia,2018-19,E. S. H. Greene Elementary,,,Richmond City,Richmond,111,-1,90.1,,,
1151,Virginia,2018-19,Bucknell Elementary,,,Fairfax,Fairfax,40,-1,90,,,
1152,Virginia,2018-19,Cedar Rd Christian Academy,,,Chesapeake City,Chesapeake,20,-1,90,5,,
1153,Virginia,2018-19,Dearington Elem for Innovation,,,Lynchburg City,Central Virginia,30,-1,90,3.33,,
1154,Virginia,2018-19,Loch Lomond Elementary,,,Prince William,Prince William,80,-1,90,1.25,,
1155,Virginia,2018-19,Norfolk Collegiate School,,,Norfolk City,Norfolk,20,-1,90,,,
1156,Virginia,2018-19,St. Louis School,,,Fairfax,Fairfax,50,-1,90,4,,
1157,Virginia,2018-19,Tabernacle Baptist Academy,,,Virginia Beach City,Virginia Beach,,-1,90,,,
1158,Virginia,2018-19,Braddock Elementary,,,Fairfax,Fairfax,139,-1,89.9,,0.72,
1159,Virginia,2018-19,Mosby Woods Elementary,,,Fairfax,Fairfax,109,-1,89.9,,,
1160,Virginia,2018-19,Richneck Elementary,,,Newport News City,Peninsula,98,-1,89.8,1.02,,
1161,Virginia,2018-19,Virginia Run Elementary,,,Fairfax,Fairfax,108,-1,89.8,2.78,0.93,
1162,Virginia,2018-19,Cedar Forest Elementary,,,Spotsylvania,Rappahannock,97,-1,89.7,3.09,,
1163,Virginia,2018-19,Hermitage Elementary,,,Virginia Beach City,Virginia Beach,97,-1,89.7,,,
1164,Virginia,2018-19,Jefferson-Houston Elementary,,,Alexandria City,Alexandria,78,-1,89.7,1.28,1.28,
1165,Virginia,2018-19,John Kerr Elementary,,,Winchester City,Lord Fairfax,87,-1,89.7,1.15,2.3,
1166,Virginia,2018-19,London Towne Elementary,,,Fairfax,Fairfax,117,-1,89.7,1.71,0.85,
1167,Virginia,2018-19,Stonewall Jackson Elementary,,,Bristol City,Mount Rogers,39,-1,89.7,5.13,,
1168,Virginia,2018-19,West Central Primary School,,,Fluvanna,Thomas Jefferson,214,-1,89.7,1.87,,
1169,Virginia,2018-19,Willis A. Jenkins Elementary,,,Newport News City,Peninsula,87,-1,89.7,1.15,,
1170,Virginia,2018-19,Atlantic Shores Christian School,,,Virginia Beach City,Virginia Beach,48,-1,89.6,2.08,,
1171,Virginia,2018-19,Washington District Elementary,,,Westmoreland,Three Rivers,57,-1,89.5,,,
1172,Virginia,2018-19,Bensley Elementary,,,Chesterfield,Chesterfield,94,-1,89.4,1.06,,
1173,Virginia,2018-19,North Tazewell Elementary,,,Tazewell,Cumberland Plateau,47,-1,89.4,2.13,,
1174,Virginia,2018-19,Kyle R. Wilson Elementary,,,Prince William,Prince William,149,-1,89.3,0.67,,
1175,Virginia,2018-19,Heritage Elementary,,,Lynchburg City,Central Virginia,102,-1,89.2,0.98,,
1176,Virginia,2018-19,Riverheads Elementary,,,Augusta,Central Shenandoah,120,-1,89.2,,,
1177,Virginia,2018-19,Luray Elementary,,,Page,Lord Fairfax,64,-1,89.1,3.13,,
1178,Virginia,2018-19,Paul H. Cale Elementary,,,Albemarle,Thomas Jefferson,101,-1,89.1,,,
1179,Virginia,2018-19,Emerald Hill Elem,,,Culpeper,Rappahannock/Rapidan,100,-1,89,3,1,
1180,Virginia,2018-19,Larrymore Elementary,,,Norfolk City,Norfolk,72,-1,88.9,,,
1181,Virginia,2018-19,Parkside Elementary,,,Spotsylvania,Rappahannock,126,-1,88.9,1.59,,
1182,Virginia,2018-19,Sinai Elementary,,,Halifax,Southside,36,-1,88.9,,,
1183,Virginia,2018-19,Brock Road Elementary,,,Spotsylvania,Rappahannock,89,-1,88.8,,,
1184,Virginia,2018-19,White Oaks Elementary,,,Fairfax,Fairfax,80,-1,88.8,,,
1185,Virginia,2018-19,Enterprise Elementary,,,Prince William,Prince William,53,-1,88.7,1.89,,
1186,Virginia,2018-19,Smith Station Elementary,,,Spotsylvania,Rappahannock,97,-1,88.7,3.09,2.06,
1187,Virginia,2018-19,Woodstock Elementary,,,Virginia Beach City,Virginia Beach,115,-1,88.7,4.35,,
1188,Virginia,2018-19,Harry E. James Elementary,,,Hopewell City,Crater,114,-1,88.6,0.88,,
1189,Virginia,2018-19,Hartwood Elementary,,,Stafford,Rappahannock,79,-1,88.6,1.27,,
1190,Virginia,2018-19,Liberty Christian Academy,,,Lynchburg City,Central Virginia,79,-1,88.6,8.86,,
1191,Virginia,2018-19,Fredericksburg Christian Lower School,,,Fredericksburg City,Rappahannock,52,-1,88.5,7.69,,
1192,Virginia,2018-19,Seatack Elementary,,,Virginia Beach City,Virginia Beach,69,-1,88.4,2.9,1.45,
1193,Virginia,2018-19,Francis Asbury Elementary,,,Hampton City,Hampton,77,-1,88.3,3.9,,
1194,Virginia,2018-19,Swift Creek Elementary,,,Chesterfield,Chesterfield,128,-1,88.3,2.34,,
1195,Virginia,2018-19,Trantwood Elementary,,,Virginia Beach City,Virginia Beach,60,-1,88.3,3.33,5,
1196,Virginia,2018-19,Norfolk Christian Lower School,,,Norfolk City,Norfolk,17,-1,88.2,5.88,,
1197,Virginia,2018-19,R.C. Longan Elementary,,,Henrico,Henrico,84,-1,88.1,,1.19,
1198,Virginia,2018-19,Poplar Tree Elementary,,,Fairfax,Fairfax,58,-1,87.9,1.72,,
1199,Virginia,2018-19,Bedford Hills Elementary,,,Lynchburg City,Central Virginia,82,-1,87.8,4.88,,
1200,Virginia,2018-19,Ginter Park Elementary,,,Richmond City,Richmond,41,-1,87.8,,,
1201,Virginia,2018-19,Samuel W. Tucker Elem,,,Alexandria City,Alexandria,139,-1,87.8,,11.51,
1202,Virginia,2018-19,Great Falls Elementary,,,Fairfax,Fairfax,65,-1,87.7,,,
1203,Virginia,2018-19,Windsor Woods Elementary,,,Virginia Beach City,Virginia Beach,57,-1,87.7,8.77,1.75,
1204,Virginia,2018-19,Franconia Elementary,,,Fairfax,Fairfax,89,-1,87.6,1.12,2.25,
1205,Virginia,2018-19,Lee Hall Elementary,,,Newport News City,Peninsula,97,-1,87.6,5.15,,
1206,Virginia,2018-19,Anthony Burns Elem,,,Stafford,Rappahannock,112,-1,87.5,1.79,0.89,
1207,Virginia,2018-19,Enon Elementary,,,Chesterfield,Chesterfield,88,-1,87.5,1.14,1.14,
1208,Virginia,2018-19,J. Blaine Blayton Elementary,,,Williamsburg City,Peninsula,64,-1,87.5,6.25,3.13,
1209,Virginia,2018-19,Main Street School,,,Tazewell,Three Rivers,16,-1,87.5,,,
1210,Virginia,2018-19,Our Lady of Hope Catholic School,,,Loudoun,Loudoun,24,-1,87.5,12.5,,
1211,Virginia,2018-19,St. John the Evangelist,,,Fauquier,Rappahannock/Rapidan,16,-1,87.5,12.5,,
1212,Virginia,2018-19,St. Mary Star of the Sea,,,Hampton City,Hampton,16,-1,87.5,,,
1213,Virginia,2018-19,The Newton School,,,Loudoun,Loudoun,,-1,87.5,,,
1214,Virginia,2018-19,Willard Model Elementary,,,Norfolk City,Norfolk,72,-1,87.5,,,
1215,Virginia,2018-19,Flint Hill Elementary,,,Fairfax,Fairfax,87,-1,87.4,,,
1216,Virginia,2018-19,Cunningham Park Elementary,,,Fairfax,Fairfax,71,-1,87.3,,,
1217,Virginia,2018-19,Elizabeth D. Redd Elementary,,,Richmond City,Richmond,63,-1,87.3,1.59,,
1218,Virginia,2018-19,Mountain View Elementary,,,Rockingham,Central Shenandoah,63,-1,87.3,1.59,,
1219,Virginia,2018-19,North Springfield Elementary,,,Fairfax,Fairfax,63,-1,87.3,1.59,,
1220,Virginia,2018-19,Roanoke Acdmy/Math & Sc,,,Roanoke City,Roanoke,55,-1,87.3,,1.82,
1221,Virginia,2018-19,Armel Elementary,,,Frederick,Lord Fairfax,94,-1,87.2,4.26,,
1222,Virginia,2018-19,C. E. Curtis Elementary,,,Chesterfield,Chesterfield,116,-1,87.1,0.86,,
1223,Virginia,2018-19,Deer Park Elementary,,,Fairfax,Fairfax,70,-1,87.1,4.29,2.86,
1224,Virginia,2018-19,Fishburn Park Elementary,,,Roanoke City,Roanoke,62,-1,87.1,1.61,,
1225,Virginia,2018-19,Fox Mill Elementary,,,Fairfax,Fairfax,70,-1,87.1,1.43,1.43,
1226,Virginia,2018-19,Westover Hills Elementary,,,Richmond City,Richmond,70,-1,87.1,2.86,,
1227,Virginia,2018-19,Cedar Lane Elem,,,Loudoun,Loudoun,123,-1,87,0.81,,
1228,Virginia,2018-19,Reams Road Elementary,,,Chesterfield,Chesterfield,92,-1,87,1.09,,
1229,Virginia,2018-19,Spring Run Elem,,,Chesterfield,Chesterfield,154,-1,87,1.3,0.65,
1230,Virginia,2018-19,Westbriar Elementary,,,Fairfax,Fairfax,108,-1,87,0.93,,
1231,Virginia,2018-19,Margaret Beeks Elementary,,,Montgomery,New River,61,-1,86.9,,1.64,
1232,Virginia,2018-19,Marshall Road Elementary,,,Fairfax,Fairfax,107,-1,86.9,,0.93,
1233,Virginia,2018-19,Abbs Valley Boissevain El,,,Tazewell,Cumberland Plateau,30,-1,86.7,3.33,,
1234,Virginia,2018-19,Chimborazo Elementary,,,Richmond City,Richmond,75,-1,86.7,5.33,,
1235,Virginia,2018-19,Eastern Mennonite School,,,Harrisonburg City,Central Shenandoah,15,-1,86.7,6.67,,
1236,Virginia,2018-19,Lynbrook Elementary,,,Fairfax,Fairfax,83,-1,86.7,1.2,,
1237,Virginia,2018-19,Providence Academy Christian,,,Loudoun,Loudoun,15,-1,86.7,13.33,,
1238,Virginia,2018-19,Veritas Classical Christian School,,,Richmond City,Richmond,45,-1,86.7,6.67,,
1239,Virginia,2018-19,Tuckahoe Elem,,,Henrico,Henrico,97,-1,86.6,3.09,,
1240,Virginia,2018-19,Aldrin Elementary,,,Fairfax,Fairfax,96,-1,86.5,1.04,1.04,
1241,Virginia,2018-19,Centreville Elementary,,,Fairfax,Fairfax,126,-1,86.5,0.79,,
1242,Virginia,2018-19,McNair Elementary,,,Fairfax,Fairfax,192,-1,86.5,1.04,,
1243,Virginia,2018-19,A. M. Davis Elementary,,,Chesterfield,Chesterfield,103,-1,86.4,2.91,,
1244,Virginia,2018-19,Brownsville Elementary,,,Albemarle,Thomas Jefferson,140,-1,86.4,,,
1245,Virginia,2018-19,Highland View Elementary,,,Bristol City,Mount Rogers,22,-1,86.4,9.09,,
1246,Virginia,2018-19,Windsor Oaks Elementary,,,Virginia Beach City,Virginia Beach,81,-1,86.4,2.47,1.23,
1247,Virginia,2018-19,Sleepy Hollow Elementary,,,Fairfax,Fairfax,80,-1,86.3,,1.25,
1248,Virginia,2018-19,George P. Mullen Elementary,,,Prince William,Prince William,130,-1,86.2,2.31,,
1249,Virginia,2018-19,Trinity Christian School of Fairfax,,,Fairfax,Fairfax,29,-1,86.2,6.9,,
1250,Virginia,2018-19,Sugarland Elementary,,,Loudoun,Loudoun,79,-1,86.1,1.27,,
1251,Virginia,2018-19,Chesterbrook Elementary,,,Fairfax,Fairfax,100,-1,86,2,2,
1252,Virginia,2018-19,J. G. Hening Elementary,,,Chesterfield,Chesterfield,107,-1,86,,,
1253,Virginia,2018-19,John B. Cary Elementary,,,Richmond City,Richmond,50,-1,86,,2,
1254,Virginia,2018-19,Natural Bridge Elementary,,,Rockbridge,Central Shenandoah,50,-1,86,6,,
1255,Virginia,2018-19,Crossroads Elementary,,,Norfolk City,Norfolk,85,-1,85.9,,,
1256,Virginia,2018-19,Drewry Mason Elem,,,Henry,West Piedmont,71,-1,85.9,,,
1257,Virginia,2018-19,Providence Elementary,,,Chesterfield,Chesterfield,120,-1,85.8,1.67,0.83,
1258,Virginia,2018-19,Callaway Elementary,,,Franklin,West Piedmont,35,-1,85.7,5.71,,
1259,Virginia,2018-19,Community Christian Academy,,,Albemarle,Thomas Jefferson,,-1,85.7,,,
1260,Virginia,2018-19,Desmond T. Doss Seventh-day Adventist School,,,Campbell,Central Virginia,,-1,85.7,,,
1261,Virginia,2018-19,Forestville Elementary,,,Fairfax,Fairfax,70,-1,85.7,,,
1262,Virginia,2018-19,Greenfield Elementary,,,Chesterfield,Chesterfield,63,-1,85.7,3.17,,
1263,Virginia,2018-19,Grove Christian School,,,Henrico,Henrico,14,-1,85.7,7.14,,
1264,Virginia,2018-19,Robert S. Payne Elementary,,,Lynchburg City,Central Virginia,70,-1,85.7,2.86,,
1265,Virginia,2018-19,Tree of Life Christian Preparatory School,,,Spotsylvania,Rappahannock,,-1,85.7,,,
1266,Virginia,2018-19,Belvedere Elementary,,,Fairfax,Fairfax,76,-1,85.5,3.95,,
1267,Virginia,2018-19,Harding Avenue Elementary,,,Montgomery,New River,55,-1,85.5,,1.82,
1268,Virginia,2018-19,Dranesville Elementary,,,Fairfax,Fairfax,82,-1,85.4,,1.22,
1269,Virginia,2018-19,Salem Elementary,,,Spotsylvania,Rappahannock,115,-1,85.2,,,
1270,Virginia,2018-19,Fairview Elementary,,,Fairfax,Fairfax,114,-1,85.1,1.75,1.75,
1271,Virginia,2018-19,Sontag Elementary,,,Franklin,West Piedmont,74,-1,85.1,2.7,,
1272,Virginia,2018-19,A. S. Rhodes Elementary,,,Warren,Lord Fairfax,40,-1,85,5,,
1273,Virginia,2018-19,Falling Creek Elementary,,,Chesterfield,Chesterfield,113,-1,85,,,
1274,Virginia,2018-19,Lake Anne Elementary,,,Fairfax,Fairfax,113,-1,85,0.88,0.88,
1275,Virginia,2018-19,Phillips Elementary,,,Hampton City,Hampton,60,-1,85,6.67,1.67,
1276,Virginia,2018-19,Glen Forest Elementary,,,Fairfax,Fairfax,186,-1,84.9,1.08,1.08,
1277,Virginia,2018-19,Lane Elementary,,,Fairfax,Fairfax,119,-1,84.9,1.68,,
1278,Virginia,2018-19,Marguerite F. Christian Elem,,,Chesterfield,Chesterfield,93,-1,84.9,1.08,,
1279,Virginia,2018-19,Mount Eagle Elementary,,,Fairfax,Fairfax,53,-1,84.9,,,
1280,Virginia,2018-19,Culpeper Christian School,,,Culpeper,Rappahannock/Rapidan,33,-1,84.8,6.06,,
1281,Virginia,2018-19,Fort Belvoir Primary,,,Fairfax,Fairfax,255,-1,84.7,0.78,,
1282,Virginia,2018-19,Woodley Hills Elementary,,,Fairfax,Fairfax,85,-1,84.7,,,
1283,Virginia,2018-19,Alexandria Country Day School,,,Alexandria City,Alexandria,13,-1,84.6,7.69,,
1284,Virginia,2018-19,Banneker Elementary,,,Loudoun,Loudoun,26,-1,84.6,3.85,,
1285,Virginia,2018-19,Kempsville Presbyterian Church Day School,,,Virginia Beach City,Virginia Beach,13,-1,84.6,15.38,,
1286,Virginia,2018-19,Norfolk Christian Beach Campus,,,Virginia Beach City,Virginia Beach,13,-1,84.6,,,
1287,Virginia,2018-19,Roanoke Valley Christian Schools,,,Roanoke,Alleghany,26,-1,84.6,15.38,,
1288,Virginia,2018-19,Salem Church Elementary,,,Chesterfield,Chesterfield,91,-1,84.6,2.2,,
1289,Virginia,2018-19,Smith Mountain Lake Christian Academy,,,Franklin,West Piedmont,13,-1,84.6,15.38,,
1290,Virginia,2018-19,Wakefield School,,,Fauquier,Rappahannock/Rapidan,13,-1,84.6,15.38,,
1291,Virginia,2018-19,King & Queen Elementary,,,King & Queen,Three Rivers,19,-1,84.2,10.53,5.26,
1292,Virginia,2018-19,Montessori of Gainesville,,,Prince William,Prince William,19,-1,84.2,,,
1293,Virginia,2018-19,Rose Hill Elementary,,,Fairfax,Fairfax,107,-1,84.1,,,
1294,Virginia,2018-19,Westgate Elementary,,,Fairfax,Fairfax,106,-1,84,0.94,2.83,
1295,Virginia,2018-19,Cluster Springs Elementary,,,Halifax,Southside,87,-1,83.9,,,
1296,Virginia,2018-19,Graham Road Elementary,,,Fairfax,Fairfax,62,-1,83.9,,3.23,
1297,Virginia,2018-19,Oak Grove/Bellemeade Elem,,,Richmond City,Richmond,112,-1,83.9,,,
1298,Virginia,2018-19,Tappahannock Elementary,,,Essex,Three Rivers,87,-1,83.9,,,
1299,Virginia,2018-19,Rockfish River Elementary,,,Nelson,Thomas Jefferson,37,-1,83.8,,,
1300,Virginia,2018-19,Westlawn Elementary,,,Fairfax,Fairfax,111,-1,83.8,0.9,1.8,
1301,Virginia,2018-19,Freedom Hill Elementary,,,Fairfax,Fairfax,86,-1,83.7,,2.33,
1302,Virginia,2018-19,Lorton Station Elementary,,,Fairfax,Fairfax,123,-1,83.7,0.81,,
1303,Virginia,2018-19,Flatwoods Elem,,,Lee,Lenowisco,55,-1,83.6,1.82,,
1304,Virginia,2018-19,Ad Fontes Academy,,,Fairfax,Fairfax,12,-1,83.3,16.67,,
1305,Virginia,2018-19,Chase City Elementary,,,Mecklenburg,Southside,42,-1,83.3,,,
1306,Virginia,2018-19,Lighthouse Academy of Fredericksburg,,,Fredericksburg City,Rappahannock,,-1,83.3,,,
1307,Virginia,2018-19,Richmond Academy,,,Richmond City,Chickahominy,,-1,83.3,,,
1308,Virginia,2018-19,Rudlin Torah Academy,,,Richmond City,Richmond,12,-1,83.3,,,
1309,Virginia,2018-19,St. Patrick's School,,,Spotsylvania,Rappahannock,24,-1,83.3,12.5,,
1310,Virginia,2018-19,Linkhorne Elementary,,,Lynchburg City,Central Virginia,59,-1,83.1,3.39,,
1311,Virginia,2018-19,J. A. Chalkley Elementary,,,Chesterfield,Chesterfield,139,-1,82.7,,,
1312,Virginia,2018-19,Covenant Christian Academy,,,Fauquier,Rappahannock/Rapidan,17,-1,82.4,11.76,,
1313,Virginia,2018-19,Sabot at Stony Point,,,Richmond City,Richmond,17,-1,82.4,5.88,,
1314,Virginia,2018-19,Bull Run Elementary,,,Fairfax,Fairfax,78,-1,82.1,1.28,,
1315,Virginia,2018-19,Ettrick Elementary,,,Chesterfield,Chesterfield,84,-1,82.1,7.14,,
1316,Virginia,2018-19,George Mason Elementary,,,Richmond City,Richmond,78,-1,82.1,5.13,8.97,
1317,Virginia,2018-19,Waples Mill Elementary,,,Fairfax,Fairfax,111,-1,82,1.8,3.6,
1318,Virginia,2018-19,Independent School of Winchester,,,Frederick,Lord Fairfax,11,-1,81.8,18.18,,
1319,Virginia,2018-19,New Covenant Schools,,,Lynchburg City,Central Virginia,33,-1,81.8,12.12,,
1320,Virginia,2018-19,Shenandoah Valley Adventist Elementary,,,Shenandoah,Lord Fairfax,11,-1,81.8,18.18,,
1321,Virginia,2018-19,Bonnie Brae Elementary,,,Fairfax,Fairfax,123,-1,81.3,0.81,0.81,
1322,Virginia,2018-19,Oaktree Academy,,,Virginia Beach City,Virginia Beach,16,-1,81.3,12.5,,
1323,Virginia,2018-19,Orange Hunt Elementary,,,Fairfax,Fairfax,123,-1,81.3,1.63,,
1324,Virginia,2018-19,Timber Lane Elementary,,,Fairfax,Fairfax,75,-1,81.3,,1.33,
1325,Virginia,2018-19,Weyanoke Elementary School,,,Fairfax,Fairfax,91,-1,81.3,,,
1326,Virginia,2018-19,Crestview Elementary,,,Henrico,Henrico,53,-1,81.1,7.55,,
1327,Virginia,2018-19,Edward G. Clymore Elem,,,Augusta,Central Shenandoah,111,-1,81.1,1.8,,
1328,Virginia,2018-19,Mason Crest Elem,,,Fairfax,Fairfax,100,-1,81,1,2,
1329,Virginia,2018-19,Fairhill Elementary,,,Fairfax,Fairfax,94,-1,80.9,,2.13,
1330,Virginia,2018-19,Linkhorn Park Elementary,,,Virginia Beach City,Virginia Beach,68,-1,80.9,1.47,,
1331,Virginia,2018-19,Harrington Waddell Elementary,,,Lexington City,Central Shenandoah,52,-1,80.8,3.85,,
1332,Virginia,2018-19,Guilford Elementary,,,Loudoun,Loudoun,88,-1,80.7,6.82,,
1333,Virginia,2018-19,Terra-Centre Elementary,,,Fairfax,Fairfax,88,-1,80.7,1.14,,
1334,Virginia,2018-19,Potomac Crescent Waldorf School,,,Alexandria City,Alexandria,31,-1,80.6,19.35,,
1335,Virginia,2018-19,Woodburn Elementary,,,Fairfax,Fairfax,77,-1,80.5,,,
1336,Virginia,2018-19,Linwood Holton Elem,,,Richmond City,Richmond,106,-1,80.2,0.94,,
1337,Virginia,2018-19,Al Madina School of Richmond,,,Chesterfield,Richmond,15,-1,80,,,
1338,Virginia,2018-19,Amelia Academy,,,Amelia,Piedmont,,-1,80,,,
1339,Virginia,2018-19,Evangel Christian School,,,Prince William,Peninsula,15,-1,80,6.67,,
1340,Virginia,2018-19,Fresta Valley Christian School,,,Fauquier,Rappahannock/Rapidan,15,-1,80,6.67,,
1341,Virginia,2018-19,Landmark Christian School,,,Henrico,Henrico,15,-1,80,,,
1342,Virginia,2018-19,Middleburg Montessori School,,,Fauquier,Rappahannock/Rapidan,,-1,80,,,
1343,Virginia,2018-19,Sedgefield Elementary,,,Newport News City,Peninsula,55,-1,80,1.82,,
1344,Virginia,2018-19,Speedwell Elementary,,,Wythe,Mount Rogers,20,-1,80,10,,
1345,Virginia,2018-19,Sullins Academy,,,Bristol City,Mount Rogers,20,-1,80,,,
1346,Virginia,2018-19,University Montessori School,,,Albemarle,Thomas Jefferson,15,-1,80,,,
1347,Virginia,2018-19,Bailey's Elementary,,,Fairfax,Fairfax,219,-1,79.9,1.37,1.83,
1348,Virginia,2018-19,Brookfield Elementary,,,Fairfax,Fairfax,121,-1,79.3,0.83,,
1349,Virginia,2018-19,Sheffey Elementary,,,Wythe,Mount Rogers,43,-1,79.1,,,
1350,Virginia,2018-19,Matoaca Elementary,,,Chesterfield,Chesterfield,62,-1,79,3.23,,
1351,Virginia,2018-19,Galilee Montessori,,,Virginia Beach City,Virginia Beach,19,-1,78.9,21.05,,
1352,Virginia,2018-19,Samuel P. Langley Elementary,,,Hampton City,Hampton,76,-1,78.9,3.95,,
1353,Virginia,2018-19,Cameron Elementary,,,Fairfax,Fairfax,75,-1,78.7,,,
1354,Virginia,2018-19,Al Fatih Academy,,,Fairfax,Fairfax,28,-1,78.6,17.86,,
1355,Virginia,2018-19,Blue Ridge Christian School,,,Rockingham,Central Shenandoah,14,-1,78.6,21.43,,
1356,Virginia,2018-19,Cornerstone Christian Academy,,,Washington,Mount Rogers,14,-1,78.6,,,
1357,Virginia,2018-19,Spiller Primary,,,Wythe,Mount Rogers,104,-1,77.9,,0.96,
